순위,영화명,개봉일,등급,장르,감독,배급사,다양성,개봉스크린수,최대스크린수,첫주관객,첫주말관객,2주누적,최종누적관객,배수,주말집중도,개봉일좌석수,개봉일좌석판매율,첫주말좌석수,첫주말좌석판매율,성적확정,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14
164,감독판 김일성의 아이들,2024-06-25,12세이상관람가,다큐멘터리,김덕영,"다큐스토리프로덕션,(주)다자인소프트",Y,39,60,2299,674,2671,3361,1.46,29.3,,,,,확정,925,241,329,330,174,170,130,166,9,16,18,130,0,33,0
165,된장이,2025-07-02,12세이상관람가,"코미디,드라마",조한별,(주)영화특별시에스엠씨,Y,29,31,1082,228,1311,3284,3.04,21.1,,,,,확정,481,222,60,79,89,53,98,2,9,3,152,5,7,51,48
166,엄마의 왕국,2024-07-24,15세이상관람가,"범죄,드라마,미스터리",이상학,스튜디오 에이드,Y,24,27,986,404,1291,3252,3.3,41.0,,,,,확정,287,107,120,117,167,90,98,45,24,41,70,34,53,38,15
167,우리 둘 사이에,2025-07-30,12세이상관람가,드라마,성지혜,㈜인디스토리,Y,32,32,1302,623,1607,3162,2.43,47.8,,,,,확정,272,152,218,217,188,100,155,20,67,36,59,13,23,87,34
168,넌센스,2025-11-26,15세이상관람가,"스릴러,드라마",이제희,주식회사 로아앤코홀딩스,Y,40,42,1959,724,2274,3046,1.55,37.0,,,,,확정,382,179,191,296,237,261,413,27,145,17,19,77,20,10,22
169,소리없이 나빌레라,2026-06-24,전체관람가,다큐멘터리,현진식,영화로운 형제,Y,25,25,577,213,1291,2998,5.2,36.9,,,,,,111,116,65,82,66,62,75,70,91,124,196,50,16,167,202
170,숨,2025-03-12,12세이상관람가,다큐멘터리,윤재호,㈜인디스토리,Y,35,35,1335,657,1722,2965,2.22,49.2,,,,,확정,226,278,163,290,204,96,78,76,33,51,80,68,42,37,16
171,두 사람,2025-02-12,12세이상관람가,다큐멘터리,반박지은,"반박지은필름,(주)시네마달",Y,26,27,1019,529,1394,2826,2.77,51.9,,,,,확정,216,121,108,182,239,67,86,39,27,58,91,86,26,48,9
172,씨그널: 바다의 마지막 신호,2025-07-16,전체관람가,다큐멘터리,"박정례,이지윤","(주)보더레스랩,(주)스튜디오디에이치엘",Y,20,22,409,173,938,2754,6.73,42.3,,,,,확정,119,36,44,57,72,42,39,30,238,92,32,49,29,59,38
173,페퍼톤스 인 시네마 : 에브리씽 이즈 오케이,2025-05-09,전체관람가,공연,조윤수,"롯데컬처웍스(주)롯시플,(주)영화사 그램",Y,49,49,1949,1498,2518,2692,1.38,76.9,,,,,확정,382,420,696,86,52,279,34,73,78,360,16,26,10,6,20
174,잔챙이,2025-06-18,12세이상관람가,드라마,박중하,"봄베씨네,에이치필름",Y,31,31,1532,634,1693,2663,1.74,41.4,,,,,확정,422,155,152,199,283,106,215,16,13,51,39,17,5,20,3
175,THE 자연인,2025-08-20,12세이상관람가,"코미디,미스터리",노영석,스톤워크,Y,23,26,719,337,1334,2649,3.68,46.9,,,,,확정,83,173,54,150,133,64,62,44,55,30,222,66,115,83,39
176,돌들이 말할 때까지,2024-04-17,12세이상관람가,다큐멘터리,김경만,"(주)디스테이션,무브먼트",Y,48,54,1194,491,1665,2615,2.19,41.1,,,,,확정,359,117,107,161,223,106,121,66,126,43,56,73,48,59,35
177,"직사각형, 삼각형",2026-01-21,15세이상관람가,드라마,이희준,필름다빈,Y,16,16,762,353,1431,2577,3.38,46.3,,,,,확정,197,77,96,75,182,57,78,13,14,151,165,86,229,11,156
178,새벽의 Tango,2026-04-22,15세이상관람가,드라마,김효은,(주)스튜디오디에이치엘,Y,23,23,566,248,1011,2525,4.46,43.8,,,,,확정,180,49,72,81,95,48,41,75,83,85,22,7,57,116,30
179,하우치,2024-11-13,15세이상관람가,"멜로/로맨스,드라마",김명균,주식회사 제이씨엔터웍스,Y,50,50,981,368,1091,2516,2.56,37.5,,,,,확정,164,91,73,215,80,59,299,3,0,2,2,0,103,0,0
180,라리랑,2025-10-29,12세이상관람가,"가족,코미디,드라마",나선희,(주)누리픽쳐스,Y,26,26,467,202,885,2513,5.38,43.3,,,,,확정,96,61,82,60,60,61,47,93,0,6,7,0,305,7,0
181,대한민국은 국민이 합니다,2026-01-22,12세이상관람가,다큐멘터리,조은성,와이드 릴리즈(주),Y,34,60,673,399,750,2513,3.73,59.3,,,,,확정,67,57,181,161,94,90,23,20,2,5,48,0,2,0,0
182,양치기,2024-06-12,15세이상관람가,"드라마,스릴러",손경원,(주)마노엔터테인먼트,Y,24,24,662,394,1018,2418,3.65,59.5,,,,,확정,99,59,59,140,195,46,64,50,7,200,7,48,22,22,0
183,가족의 비밀,2025-09-10,12세이상관람가,"드라마,코미디",이상훈,(주)스튜디오디에이치엘,Y,31,31,507,151,1637,2404,4.74,29.8,,,,,확정,167,54,38,53,60,42,93,8,10,84,4,16,0,1008,3
184,프랑켄슈타인 아버지,2025-04-02,12세이상관람가,드라마,최재영,스튜디오 에이드,Y,23,32,372,132,585,2380,6.4,35.5,,,,,확정,90,52,30,72,30,54,44,13,46,31,39,35,22,27,2
185,위험사회,2025-12-24,15세이상관람가,"드라마,멜로/로맨스,범죄",김병준,할머니가 들려주는 이야기,Y,17,17,2297,771,2326,2353,1.02,33.6,,,,,확정,650,229,374,229,168,246,401,5,6,4,2,2,4,6,3
186,반칙왕 몽키,2026-05-20,전체관람가,다큐멘터리,"황다은,박홍열",(주)스튜디오그레인풀,Y,28,28,725,307,1214,2259,3.12,42.3,,,,,확정,154,75,53,110,144,89,100,97,53,157,28,39,20,95,22
187,정뱅이,2026-06-24,전체관람가,다큐멘터리,오정훈,미디어나무(주),Y,10,10,774,103,1176,2200,2.84,13.3,,,,,,535,85,83,15,5,42,9,42,1,3,98,3,0,255,0
188,귀신들,2025-04-09,12세이상관람가,"SF,드라마",황승재,영화로운 형제,Y,34,40,919,449,1298,2096,2.28,48.9,,,,,확정,141,204,125,209,115,60,65,18,50,113,160,17,9,12,8
189,송송송 가족여행 : 전기차 지구횡단,2025-09-10,전체관람가,"다큐멘터리,어드벤처,가족",송진욱,어쩌다 필름,Y,23,23,637,327,1027,2094,3.29,51.3,,,,,확정,125,82,43,140,144,38,65,136,129,58,33,19,10,5,1
190,씨앗의 시간,2024-11-20,전체관람가,다큐멘터리,설수안,필름다빈,Y,13,13,601,523,730,2026,3.37,87.0,,,,,확정,21,16,234,215,74,15,26,44,16,11,25,10,11,12,3
191,나는 갱년기다,2026-01-21,12세이상관람가,드라마,조연진,(주)이놀미디어,Y,15,17,1429,813,1655,2011,1.41,56.9,,,,,확정,290,189,368,358,87,37,100,25,88,22,19,28,25,19,3
192,샤인,2024-07-31,12세이상관람가,"드라마,가족",박석영,㈜인디스토리,Y,28,31,825,409,1128,1982,2.4,49.6,,,,,확정,137,94,180,108,121,97,88,45,54,40,21,42,37,64,26
193,현재를 위하여,2026-06-17,15세이상관람가,드라마,김다솜,(주)21스튜디오,Y,28,28,756,295,1029,1971,2.61,39.0,,,,,확정,239,89,147,108,40,58,75,31,45,30,59,21,46,41,5
194,수학영재 형주,2025-10-15,12세이상관람가,드라마,최창환,㈜인디스토리,Y,32,33,582,279,957,1948,3.35,47.9,,,,,확정,93,52,106,80,93,83,75,17,39,166,38,36,33,46,28
195,어브로드,2025-06-11,15세이상관람가,"미스터리,드라마,스릴러",지오바니 푸무,스튜디오 에이드,Y,39,39,870,486,1125,1946,2.24,55.9,,,,,확정,136,75,133,129,224,85,88,29,24,25,16,89,16,56,8
196,에스퍼의 빛,2025-11-05,12세이상관람가,"다큐멘터리,판타지,어드벤처",정재훈,시네마토그래프,Y,20,20,432,206,715,1941,4.49,47.7,,,,,확정,94,34,43,89,74,53,45,38,59,30,38,64,33,21,16
197,종이 울리는 순간,2025-11-12,전체관람가,다큐멘터리,"김주영,코메일 소헤일리",(주)시네마달,Y,15,17,265,158,449,1936,7.31,59.6,,,,,확정,33,31,18,50,90,24,19,17,23,38,29,67,1,9,20
198,바얌섬,2025-10-29,15세이상관람가,"미스터리,판타지",김유민,필름다빈,Y,21,26,634,342,821,1892,2.98,53.9,,,,,확정,97,66,54,170,118,44,85,18,7,30,55,28,28,21,7
199,투 헤븐,2025-11-05,전체관람가,다큐멘터리,김상철,파이오니아21,Y,13,13,497,273,708,1889,3.8,54.9,,,,,확정,134,43,40,125,108,25,22,5,2,0,100,100,0,4,0
200,허밍,2026-02-04,15세이상관람가,드라마,이승재,"주식회사 씨엠닉스,오카피필름",Y,9,9,351,111,556,1836,5.23,31.6,,,,,확정,15,58,25,5,81,60,107,93,73,4,31,3,1,0,1
201,대치동 스캔들,2024-06-19,15세이상관람가,"드라마,멜로/로맨스",김수인,(주)스마일이엔티,Y,62,71,1315,562,1407,1797,1.37,42.7,,,,,확정,258,246,271,134,157,130,119,19,2,15,19,14,11,12,0
202,늦더위,2024-05-22,12세이상관람가,드라마,서한솔,필름다빈,Y,21,23,566,368,743,1741,3.08,65.0,,,,,확정,65,39,41,116,211,34,60,16,12,15,28,38,28,40,6
203,내가 누워있을 때,2025-05-28,12세이상관람가,드라마,최정문,(주)시네마달,Y,18,25,475,244,609,1727,3.64,51.4,,,,,확정,64,65,121,47,76,34,68,10,18,13,47,21,14,11,8
204,세입자,2024-12-04,15세이상관람가,"SF,스릴러,공포(호러),판타지",윤은경,㈜인디스토리,Y,25,25,482,221,605,1688,3.5,45.9,,,,,확정,108,39,49,109,63,52,62,12,29,8,18,27,13,16,27
205,훈련사,2026-05-13,12세이상관람가,스릴러,서은선,(주)마노엔터테인먼트,Y,26,26,486,197,665,1679,3.45,40.5,,,,,확정,128,62,60,80,57,48,51,18,11,14,18,69,31,18,0
206,부산포니아,2025-10-22,12세이상관람가,드라마,이서호,(주)삼백상회,Y,45,45,1113,329,1146,1674,1.5,29.6,,,,,확정,507,181,190,56,83,39,57,2,8,6,6,4,4,3,0
207,진주의 진주,2024-07-24,12세이상관람가,드라마,김록경,영화배급협동조합 씨네소파,Y,25,26,746,278,956,1671,2.24,37.3,,,,,확정,137,79,93,88,97,72,180,28,28,20,39,15,8,72,11
208,베베핀 플레이타임,2024-07-20,전체관람가,애니메이션,변희선,더핑크퐁컴퍼니(주),Y,1,1,75,39,367,1650,22.0,52.0,,,,,확정,34,5,2,8,0,7,19,39,31,29,55,53,34,51,67
209,그림자 내각,2026-06-25,12세이상관람가,"다큐멘터리,드라마",,주식회사 블루필름웍스,Y,6,10,109,46,123,1636,15.01,42.2,,,,,확정,37,11,17,18,13,8,5,1,0,2,8,0,1,2,25
210,미지수,2024-05-08,12세이상관람가,"드라마,멜로/로맨스,가족,SF,판타지",이돈구,㈜인디스토리,Y,29,30,598,265,796,1608,2.69,44.3,,,,,확정,107,88,81,126,58,49,89,20,35,37,27,33,32,14,20
211,리플레이,2025-11-06,15세이상관람가,"멜로/로맨스,코미디,드라마",황경성,주식회사 제이씨엔터웍스,Y,27,33,829,650,853,1600,1.93,78.4,,,,,확정,125,75,270,305,21,27,6,0,1,0,0,0,0,23,0
212,열 개의 우물,2024-10-30,12세이상관람가,다큐멘터리,김미례,감 픽쳐스,Y,9,11,227,81,511,1580,6.96,35.7,,,,,확정,27,71,15,19,47,19,29,34,38,0,38,104,6,64,10
213,구마수녀 - 들러붙었구나,2025-07-17,15세이상관람가,공포(호러),노홍진,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",Y,38,38,933,600,998,1580,1.69,64.3,,,,,확정,148,253,160,187,81,93,11,5,6,12,15,14,6,7,7
214,비밀의 화원,2025-07-23,12세이상관람가,드라마,김성환,미디어나무(주),Y,9,11,133,55,389,1570,11.8,41.4,,,,,확정,18,15,20,18,17,30,15,1,2,13,3,13,1,223,183
215,"희망의 발견, 알래스카에서",2026-07-04,전체관람가,다큐멘터리,정형민,(주)드림팩트엔터테인먼트,Y,3,5,584,149,1099,1560,2.67,25.5,,,,,,84,65,86,70,45,163,71,100,141,86,85,0,100,3,51
216,모르는 이야기,2024-04-24,12세이상관람가,"판타지,어드벤처,드라마",양근영,(주)마노엔터테인먼트,Y,24,24,428,218,532,1547,3.61,50.9,,,,,확정,77,45,57,80,81,46,42,9,50,9,17,7,4,8,6
217,천국은 없다,2025-06-25,청소년관람불가,"액션,스릴러",손승웅,"(주)디스테이션,(주)삼백상회",Y,39,39,804,376,850,1546,1.92,46.8,,,,,확정,118,106,71,107,198,105,99,5,8,5,3,14,3,8,0
218,울산의 별,2024-01-24,15세이상관람가,드라마,정기혁,영화로운 형제,Y,21,21,704,355,879,1514,2.15,50.4,,,,,확정,152,97,106,131,118,56,44,8,20,37,6,86,12,6,1
219,자기만의 방,2024-11-20,12세이상관람가,"가족,드라마,코미디,멜로/로맨스",오세호,(주)씨네필운,Y,27,27,494,185,535,1478,2.99,37.4,,,,,확정,126,83,41,72,72,36,64,5,5,7,16,3,1,4,0
220,1026: 새로운 세상을 위한,2026-05-20,15세이상관람가,"다큐멘터리,드라마",최위안,"THE 픽쳐스,(주)빅브라더스",Y,22,22,686,196,801,1477,2.15,28.6,,,,,확정,193,43,54,60,82,77,177,1,33,2,9,8,15,47,134
221,기억의 조각,2025-05-29,12세이상관람가,드라마,이광복,목영이엔엠,Y,14,14,1131,272,1136,1456,1.29,24.0,,,,,확정,264,76,110,86,80,180,335,1,1,0,3,0,0,0,0
222,일과 날,2025-07-16,전체관람가,다큐멘터리,"박민수,안건형",스튜디오 에이드,Y,16,22,349,164,515,1455,4.17,47.0,,,,,확정,64,27,68,33,63,34,60,13,16,10,32,32,35,28,16
223,로망스,2025-02-27,12세이상관람가,"코미디,멜로/로맨스",한만택,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",Y,15,16,433,328,478,1414,3.27,75.8,,,,,확정,36,245,36,47,32,20,17,6,4,2,6,4,23,0,0
224,모래바람,2024-11-27,전체관람가,다큐멘터리,박재민,(주)영화특별시에스엠씨,Y,29,29,519,337,606,1413,2.72,64.9,,,,,확정,67,33,93,70,174,49,33,5,4,10,8,48,6,6,1
225,동창 : 최후의 만찬,2026-02-04,15세이상관람가,"드라마,코미디",배세웅,(주)이놀미디어,Y,12,16,600,222,915,1412,2.35,37.0,,,,,확정,69,67,37,136,49,38,204,155,150,1,1,1,6,1,6
226,겨울의 빛,2026-02-04,15세이상관람가,드라마,조현서,㈜인디스토리,Y,31,31,502,232,619,1400,2.79,46.2,,,,,확정,126,64,57,102,73,48,32,10,25,28,32,4,13,5,2
227,세월: 라이프 고즈 온,2024-03-27,전체관람가,다큐멘터리,장민경,영화배급협동조합 씨네소파,Y,25,25,318,122,434,1387,4.36,38.4,,,,,확정,108,27,37,49,36,29,32,3,19,19,32,24,5,14,20
228,노무현과 바보들: 못다한 이야기,2024-05-23,12세이상관람가,다큐멘터리,김재희,(주)라이크콘텐츠,Y,56,56,858,429,912,1358,1.58,50.0,,,,,확정,144,129,142,158,176,88,21,39,1,8,5,1,0,0,4
229,지구 최후의 여자,2026-07-15,15세이상관람가,"드라마,코미디","염문경,이종민",주식회사 필름초이스,Y,20,20,592,312,592,1352,2.28,52.7,,,,,,112,58,82,129,101,62,48,0,0,0,0,0,0,0,0
230,엄마없는 하늘아래,2025-09-11,12세이상관람가,"가족,드라마",한명구,시네마 뉴원,Y,1,5,472,30,472,1343,2.85,6.4,,,,,확정,442,30,0,0,0,0,0,0,0,0,0,0,0,0,0
231,망내인: 얼굴 없는 살인자들,2025-12-17,15세이상관람가,스릴러,신재호,주식회사 제이씨엔터웍스,Y,10,11,378,213,576,1262,3.34,56.3,,,,,확정,68,34,48,69,96,37,26,7,1,12,18,46,105,9,0
232,관념의 남자 김철수,2026-04-22,12세이상관람가,"가족,코미디,드라마","이재리,차시윤",영화로운 형제,Y,10,12,314,84,559,1244,3.96,26.8,,,,,확정,92,83,14,41,29,25,30,54,48,13,13,21,95,1,68
233,검은 령,2025-08-27,15세이상관람가,공포(호러),김현준,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",Y,40,40,707,297,710,1225,1.73,42.0,,,,,확정,284,47,94,108,95,38,41,3,0,0,0,0,0,0,0
234,면접교섭,2024-12-25,전체관람가,다큐멘터리,이주아,필름다빈,Y,9,11,123,42,193,1221,9.93,34.1,,,,,확정,43,14,7,10,25,17,7,0,3,1,40,14,4,8,114
235,영생인,2025-12-24,15세이상관람가,"미스터리,스릴러",김상훈,(주)픽처하우스,Y,2,5,28,12,141,1213,43.32,42.9,,,,,확정,2,8,11,1,0,3,3,5,58,0,48,0,2,0,0
236,간첩사냥,2026-02-25,15세이상관람가,"코미디,범죄",이준혁,(주)마노엔터테인먼트,Y,23,23,432,168,492,1206,2.79,38.9,,,,,확정,99,81,34,91,43,48,36,3,29,15,3,7,1,2,1
237,벗어날 탈 脫,2024-02-21,15세이상관람가,미스터리,서보형,영화배급협동조합 씨네소파,Y,12,14,410,265,583,1204,2.94,64.6,,,,,확정,44,22,75,142,48,30,49,13,17,47,46,32,5,13,4
238,바리데기,2024-09-04,청소년관람불가,"공포(호러),미스터리",이세원,시네마 뉴원,Y,33,33,809,343,827,1199,1.48,42.4,,,,,확정,261,105,145,128,70,70,30,6,5,2,1,3,0,1,1
239,미명,2026-07-08,15세이상관람가,드라마,이원영,시네마토그래프,Y,18,19,578,167,769,1153,1.99,28.9,,,,,,93,48,51,74,42,224,46,15,29,19,19,28,16,65,0
240,고양이키스 : 당신에게 마음을 여는 순간,2025-02-05,전체관람가,드라마,황수빈,(주)모토,Y,18,18,283,143,389,1150,4.06,50.5,,,,,확정,47,41,58,40,45,23,29,14,1,35,6,7,3,40,3
241,잊혀진 대통령: 김영삼의 개혁시대,2026-01-28,12세이상관람가,다큐멘터리,이재진,(주)다자인소프트,Y,22,36,757,217,758,1140,1.51,28.7,,,,,확정,398,70,64,92,61,37,35,0,0,1,0,0,0,0,0
242,꿈꾸는 사진관,2025-07-16,전체관람가,드라마,정초신,시네마 뉴원,Y,11,11,638,82,706,1131,1.77,12.9,,,,,확정,283,237,28,22,32,12,24,6,5,12,0,12,15,18,2
243,디바 야누스,2025-10-22,전체관람가,다큐멘터리,조은성,(주)디스테이션,Y,22,23,335,141,411,1121,3.35,42.1,,,,,확정,73,36,35,48,58,39,46,9,18,9,16,10,6,8,2
244,우리의 이름,2025-11-26,15세이상관람가,드라마,이상록,(주)에무필름즈,Y,16,16,236,87,365,1121,4.75,36.9,,,,,확정,42,38,26,41,20,38,31,3,50,7,29,6,26,8,6
245,풀,2025-06-18,청소년관람불가,다큐멘터리,이수정,미디어나무(주),Y,21,21,364,60,466,1115,3.06,16.5,,,,,확정,232,26,21,20,19,17,29,7,7,0,50,0,33,5,8
246,815사수작전,2025-08-14,12세이상관람가,코미디,손병조,시네마 뉴원,Y,10,10,177,46,255,1114,6.29,26.0,,,,,확정,98,4,25,17,12,16,5,10,13,47,0,2,4,2,1
247,"오, 발렌타인",2026-03-11,15세이상관람가,다큐멘터리,홍진훤,(주)시네마달,Y,19,19,293,164,489,1106,3.77,56.0,,,,,확정,49,34,31,66,67,19,27,42,11,18,31,66,7,21,22
248,4월의 불꽃,2025-03-27,12세이상관람가,드라마,"송영신,도영찬","THE 픽쳐스,(주)빅브라더스",Y,22,22,448,243,474,1104,2.46,54.2,,,,,확정,98,113,57,73,31,51,25,4,0,5,3,12,2,0,0
249,악의 진화 퍼스트레이디2,2026-02-26,12세이상관람가,"다큐멘터리,드라마",문승욱,주식회사 블루필름웍스,Y,69,69,1039,308,1061,1096,1.05,29.6,,,,,확정,541,91,107,110,93,63,34,4,2,11,2,2,1,0,0
250,그 사람 경허(鏡虛) 선사,2026-03-19,12세이상관람가,드라마,윤용진,"(주)드림팩트엔터테인먼트,(주)빅브라더스",Y,9,9,614,250,830,1073,1.75,40.7,,,,,확정,160,64,106,80,61,88,55,37,40,40,46,15,30,8,15
251,멀고도 가까운,2025-12-03,15세이상관람가,"멜로/로맨스,판타지",최인규,주식회사 씨엠닉스,Y,8,8,245,74,501,1059,4.32,30.2,,,,,확정,46,47,14,14,46,34,44,146,64,3,23,13,5,2,9
252,안동,2025-10-16,12세이상관람가,"드라마,판타지",김홍익,"마루아트센터(주),(주)드림팩트엔터테인먼트",Y,8,8,340,220,417,1039,3.06,64.7,,,,,확정,24,13,110,97,33,52,11,34,6,21,2,5,6,3,2
253,가능주의자,2026-07-15,12세이상관람가,다큐멘터리,박이윤정,(주)이놀미디어,Y,11,15,567,292,567,1039,1.83,51.5,,,,,,95,124,125,146,21,14,42,0,0,0,0,0,0,0,0
254,소영의 노력,2026-07-22,전체관람가,"다큐멘터리,드라마",오재형,필름다빈,Y,0,2,0,0,0,1036,,,,,,,확정,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,개그맨,2024-10-23,15세이상관람가,코미디,전승표,(주)디스테이션,Y,31,34,408,186,420,1027,2.52,45.6,,,,,확정,83,35,57,47,82,55,49,0,4,1,2,5,0,0,20
256,직지루트; 테라 인코그니타,2025-11-12,전체관람가,다큐멘터리,우광훈,와이드 릴리즈(주),Y,4,10,263,87,369,1024,3.89,33.1,,,,,확정,15,31,43,21,23,66,64,0,24,29,12,6,19,16,0
257,지느러미,2026-07-22,15세이상관람가,"SF,스릴러",박세영,(주)에무필름즈,Y,0,6,0,0,0,999,,,,,,,확정,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,마녀들의 카니발,2024-09-25,12세이상관람가,다큐멘터리,박지선,영화배급협동조합 씨네소파,Y,8,11,164,18,213,998,6.09,11.0,,,,,확정,99,24,7,6,5,7,16,15,8,15,1,3,4,3,6
259,레이의 겨울방학,2026-02-25,전체관람가,드라마,박석영,영화사 삼순,Y,21,21,503,120,679,981,1.95,23.9,,,,,확정,88,202,12,68,40,58,35,10,34,34,30,43,21,4,52
260,아가미,2024-11-27,15세이상관람가,"가족,드라마,미스터리",유승원,영화로운 형제,Y,22,22,394,114,499,955,2.42,28.9,,,,,확정,187,25,26,41,47,48,20,8,6,3,36,37,2,13,0
261,보통의 우주는 찬란함을 꿈꾸는가?,2024-06-26,15세이상관람가,코미디,김보원,㈜인디스토리,Y,14,14,318,132,440,925,2.91,41.5,,,,,확정,113,24,36,48,48,17,32,8,17,20,34,5,15,23,11
262,다시 김대중-함께 합시다,2024-03-28,12세이상관람가,다큐멘터리,김진홍,주식회사 블루필름웍스,Y,46,58,640,358,656,912,1.43,55.9,,,,,확정,88,70,156,132,56,118,20,0,8,0,1,4,0,3,0
263,부모 바보,2025-01-08,15세이상관람가,드라마,이종수,보리수나무영화사,Y,13,17,347,108,483,912,2.63,31.1,,,,,확정,120,21,29,44,35,22,76,17,17,2,25,51,7,17,22
264,잠자리 구하기,2024-10-16,12세이상관람가,다큐멘터리,홍다예,(주)디오시네마,Y,27,27,402,178,509,888,2.21,44.3,,,,,확정,56,81,47,51,80,28,59,17,7,41,7,10,13,12,15
265,최초의 기억,2025-11-12,12세이상관람가,드라마,"안선경,장건재",(주)모쿠슈라,Y,6,6,128,61,190,859,6.71,47.7,,,,,확정,41,7,9,43,9,12,7,9,10,1,6,0,32,4,1
266,페이퍼맨,2024-10-16,15세이상관람가,드라마,기모태,"(주)라이크콘텐츠,(주)플레이그램",Y,16,21,437,185,470,800,1.83,42.3,,,,,확정,83,79,40,66,79,38,52,9,6,0,4,7,3,4,24
267,연련,2024-03-27,12세이상관람가,"가족,드라마,사극",강서곤,나도밤보 주식회사,Y,5,5,42,23,174,789,18.79,54.8,,,,,확정,12,4,4,10,9,2,1,0,88,0,2,0,0,42,39
268,파이 굽는 엄마,2026-03-26,전체관람가,다큐멘터리,이종은,주식회사 블루필름웍스,Y,7,7,231,50,350,788,3.41,21.6,,,,,확정,136,26,8,16,23,14,8,4,0,1,0,1,5,108,0
269,페르소나: 이상한 여자,2025-01-15,15세이상관람가,드라마,정형석,"(주)플레이그램,(주)태양미디어그룹",Y,19,19,381,238,478,778,2.04,62.5,,,,,확정,49,37,90,105,43,21,36,3,17,35,16,13,9,4,4
270,프리즘 오브 그레이 락,2025-12-17,15세이상관람가,"가족,드라마",곽민영,영화로운 형제,Y,10,10,428,175,526,777,1.82,40.9,,,,,확정,62,55,18,82,75,83,53,12,0,16,49,2,8,11,4
271,울지 않는 아이,2025-04-09,15세이상관람가,드라마,이혁종,(주)팝엔터테인먼트,Y,30,40,537,285,570,767,1.43,53.1,,,,,확정,65,92,67,93,125,48,47,9,4,2,4,7,0,7,15
272,오키나와 블루노트,2025-07-23,15세이상관람가,드라마,조성규,(주)와우,Y,9,12,419,203,628,753,1.8,48.4,,,,,확정,56,37,50,84,69,50,73,43,32,0,20,53,32,29,0
273,마다가스카르 뮤직,2025-09-25,전체관람가,다큐멘터리,정초신,시네마 뉴원,Y,4,5,76,21,133,706,9.29,27.6,,,,,확정,28,6,8,7,7,16,4,21,2,0,1,10,8,15,19
274,검치호,2024-03-28,15세이상관람가,"액션,스릴러",이강욱,"(주)드림팩트엔터테인먼트,(주)빅브라더스",Y,5,5,43,21,117,674,15.67,48.8,,,,,확정,9,4,4,13,3,10,0,0,0,0,70,0,3,1,3
275,똥 싸는 소리,2024-07-31,12세이상관람가,드라마,조재형,사단법인 광주영화영상인연대,Y,4,8,112,67,242,672,6.0,59.8,,,,,확정,16,14,30,12,25,9,6,82,3,18,6,11,4,6,3
276,아주 오래된 미래도시,2024-06-19,전체관람가,다큐멘터리,조은성,(주)영화사오원,Y,13,16,320,98,364,662,2.07,30.6,,,,,확정,134,22,24,38,36,29,37,9,4,2,5,8,7,9,4
277,장흥1950: 마을로 간 전쟁,2025-04-02,15세이상관람가,다큐멘터리,구자환,레드무비,Y,8,8,147,97,273,658,4.48,66.0,,,,,확정,33,7,10,10,77,2,8,88,9,11,5,5,0,8,5
278,기기묘묘2,2024-09-04,15세이상관람가,"공포(호러),스릴러","정경렬,남순아,구자호,송원찬,정재희",필름다빈,Y,23,23,401,223,434,648,1.62,55.6,,,,,확정,68,39,45,104,74,43,28,1,5,3,16,5,0,3,0
279,우리와 상관없이,2024-06-26,12세이상관람가,드라마,유형준,필름다빈,Y,16,16,258,131,353,644,2.5,50.8,,,,,확정,51,27,20,47,64,24,25,6,8,21,11,20,17,12,6
280,초콜릿,2025-11-19,15세이상관람가,드라마,양지은,명필름랩,Y,11,13,430,254,445,621,1.44,59.1,,,,,확정,21,85,26,203,25,24,46,1,2,5,0,3,2,2,2
281,몽유도원,2025-02-19,12세이상관람가,"코미디,드라마",장정혜,필름다빈,Y,12,13,251,106,378,597,2.38,42.2,,,,,확정,35,62,12,66,28,17,31,27,37,7,9,45,2,0,0
282,빚가리,2024-10-16,15세이상관람가,"코미디,드라마",고봉수,필름다빈,Y,23,23,327,166,473,594,1.82,50.8,,,,,확정,59,31,68,49,49,36,35,9,7,46,45,24,4,11,1
283,가나안 김용기-조국이여 안심하라,2025-10-22,12세이상관람가,다큐멘터리,김상철,(주)드림팩트엔터테인먼트,Y,1,3,145,10,269,571,3.94,6.9,,,,,확정,6,104,9,1,0,7,18,0,124,0,0,0,0,0,1
284,분리수거,2025-05-21,15세이상관람가,"드라마,멜로/로맨스",이소민,(주)이놀미디어,Y,18,19,420,168,427,567,1.35,40.0,,,,,확정,104,84,55,51,62,29,35,0,2,0,0,1,4,0,0
285,니자리,2024-06-20,15세이상관람가,"공포(호러),코미디",홍상진,"(주)드림팩트엔터테인먼트,(주)빅브라더스",Y,9,9,370,263,394,561,1.52,71.1,,,,,확정,48,41,23,199,35,16,8,0,6,0,0,1,16,1,2
286,동에 번쩍 서에 번쩍,2025-11-26,12세이상관람가,드라마,이광국,그린나래미디어(주),Y,18,18,210,44,283,540,2.57,21.0,,,,,확정,53,75,12,8,24,14,24,4,10,1,23,22,3,10,5
