날짜,순위,영화명,개봉일,관객수,누적관객수,매출액,누적매출액,스크린수,상영횟수,좌석수,좌석판매율,좌석점유율
2023-01-20,9,캐리와 슈퍼콜라,2023-01-18,"3,873","14,205","34,866,794","126,680,321",323,390,"43,854",8.8%,1.7%
2023-01-20,10,스위치,2023-01-04,"3,830","379,863","29,515,395","3,647,234,322",200,391,"44,916",8.5%,1.7%
2023-01-21,1,교섭,2023-01-18,"163,179","428,635","1,705,050,218","4,310,581,172","1,281","5,864","968,024",16.9%,35.5%
2023-01-21,2,더 퍼스트 슬램덩크,2023-01-04,"102,660","1,259,979","1,095,050,559","13,039,257,310","1,008","2,835","382,219",26.9%,14.0%
2023-01-21,3,아바타: 물의 길,2022-12-14,"90,918","9,705,821","1,291,148,442","122,507,561,265",851,"2,032","300,881",30.2%,11.0%
2023-01-21,4,유령,2023-01-18,"57,268","174,303","603,734,394","1,754,148,277",936,"3,172","467,889",12.2%,17.1%
2023-01-21,5,영웅,2022-12-21,"43,505","2,756,837","454,257,024","27,155,477,886",799,"1,599","189,789",22.9%,7.0%
2023-01-21,6,장화신은 고양이: 끝내주는 모험,2023-01-04,"19,840","615,021","195,712,698","5,788,502,672",641,877,"100,617",19.7%,3.7%
2023-01-21,7,캐리와 슈퍼콜라,2023-01-18,"12,687","26,892","120,929,780","247,610,101",462,601,"67,892",18.7%,2.5%
2023-01-21,8,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"8,154","935,058","89,005,391","9,620,223,370",315,494,,,
2023-01-21,9,스위치,2023-01-04,"6,928","386,791","56,443,595","3,703,677,917",201,405,"46,714",14.8%,1.7%
2023-01-21,10,라일 라일 크로커다일,2023-01-18,"6,671","21,456","66,442,054","203,186,760",384,601,"68,486",9.7%,2.5%
2023-01-22,1,교섭,2023-01-18,"232,034","660,669","2,472,624,642","6,783,205,814","1,266","5,738","952,334",24.4%,35.6%
2023-01-22,2,아바타: 물의 길,2022-12-14,"116,153","9,821,974","1,648,420,904","124,155,982,169",864,"2,073","308,813",37.6%,11.5%
2023-01-22,3,더 퍼스트 슬램덩크,2023-01-04,"91,380","1,351,359","995,034,655","14,034,291,965","1,026","2,915","394,546",23.2%,14.7%
2023-01-22,4,유령,2023-01-18,"71,436","245,739","757,532,406","2,511,680,683",929,"2,995","442,354",16.2%,16.5%
2023-01-22,5,영웅,2022-12-21,"60,037","2,816,874","633,863,813","27,789,341,699",816,"1,644","196,927",30.5%,7.4%
2023-01-22,6,장화신은 고양이: 끝내주는 모험,2023-01-04,"17,610","632,631","180,275,625","5,968,778,297",614,828,"94,342",18.7%,3.5%
2023-01-22,7,스위치,2023-01-04,"9,740","396,531","86,460,395","3,790,138,312",203,422,"48,787",20.0%,1.8%
2023-01-22,8,캐리와 슈퍼콜라,2023-01-18,"6,325","33,217","62,097,635","309,707,736",407,503,"58,038",10.9%,2.2%
2023-01-22,9,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"5,930","940,988","66,722,318","9,686,945,688",318,466,,,
2023-01-22,10,라일 라일 크로커다일,2023-01-18,"4,531","25,987","46,037,487","249,224,247",328,467,"52,949",8.6%,2.0%
2023-01-23,1,교섭,2023-01-18,"286,895","947,564","2,983,628,465","9,766,834,279","1,263","5,746","948,412",30.3%,34.2%
2023-01-23,2,아바타: 물의 길,2022-12-14,"156,919","9,978,893","2,149,922,291","126,305,904,460",902,"2,162","324,897",48.3%,11.7%
2023-01-23,3,더 퍼스트 슬램덩크,2023-01-04,"136,856","1,488,215","1,443,805,489","15,478,097,454","1,060","3,027","411,073",33.3%,14.8%
2023-01-23,4,유령,2023-01-18,"96,731","342,470","1,019,447,271","3,531,127,954",920,"3,019","444,983",21.7%,16.1%
2023-01-23,5,영웅,2022-12-21,"83,568","2,900,442","860,415,136","28,649,756,835",861,"1,765","210,801",39.6%,7.6%
2023-01-23,6,장화신은 고양이: 끝내주는 모험,2023-01-04,"33,109","665,740","331,241,711","6,300,020,008",643,884,"99,724",33.2%,3.6%
2023-01-23,7,캐리와 슈퍼콜라,2023-01-18,"14,988","48,205","144,730,888","454,438,624",474,609,"70,597",21.2%,2.6%
2023-01-23,8,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"11,565","952,553","127,463,014","9,814,408,702",320,480,,,
2023-01-23,9,스위치,2023-01-04,"10,675","407,206","92,546,893","3,882,685,205",206,409,"46,260",23.1%,1.7%
2023-01-23,10,라일 라일 크로커다일,2023-01-18,"7,745","33,732","78,209,055","327,433,302",378,566,"64,135",12.1%,2.3%
2023-01-24,1,교섭,2023-01-18,"190,290","1,137,854","1,973,468,456","11,740,302,735","1,231","5,390","892,853",21.3%,33.6%
2023-01-24,2,아바타: 물의 길,2022-12-14,"121,885","10,100,778","1,660,761,036","127,966,665,496",909,"2,111","317,120",38.4%,11.9%
2023-01-24,3,더 퍼스트 슬램덩크,2023-01-04,"105,993","1,594,208","1,105,106,429","16,583,203,883","1,035","2,884","391,743",27.1%,14.8%
2023-01-24,4,유령,2023-01-18,"71,816","414,286","757,565,783","4,288,693,737",876,"2,854","420,538",17.1%,15.8%
2023-01-24,5,영웅,2022-12-21,"59,324","2,959,766","602,591,815","29,252,348,650",837,"1,713","205,581",28.9%,7.7%
2023-01-24,6,장화신은 고양이: 끝내주는 모험,2023-01-04,"34,229","699,969","340,290,323","6,640,310,331",644,880,"99,871",34.3%,3.8%
2023-01-24,7,캐리와 슈퍼콜라,2023-01-18,"17,679","65,884","169,996,454","624,435,078",464,584,"66,571",26.6%,2.5%
2023-01-24,8,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"16,176","968,729","182,751,811","9,997,160,513",318,476,,,
2023-01-24,9,라일 라일 크로커다일,2023-01-18,"8,563","42,295","83,802,442","411,235,744",375,553,"62,129",13.8%,2.3%
2023-01-24,10,스위치,2023-01-04,"5,913","413,119","53,808,291","3,936,493,496",198,383,"44,235",13.4%,1.7%
2023-01-25,1,교섭,2023-01-18,"59,948","1,197,802","503,863,015","12,244,165,750",937,"3,878","650,699",9.2%,25.9%
2023-01-25,2,더 퍼스트 슬램덩크,2023-01-04,"49,180","1,643,388","412,512,707","16,995,716,590",807,"2,497","390,295",12.6%,15.5%
2023-01-25,3,상견니,2023-01-25,"44,723","44,723","376,416,643","376,416,643",674,"2,191","295,922",15.1%,11.8%
2023-01-25,4,아바타: 물의 길,2022-12-14,"42,477","10,143,255","554,344,762","128,521,010,258",669,"1,620","256,426",16.6%,10.2%
2023-01-25,5,메간,2023-01-25,"25,625","25,902","217,022,003","219,817,003",569,"1,792","217,168",11.8%,8.6%
2023-01-25,6,유령,2023-01-18,"21,461","435,747","177,346,028","4,466,039,765",748,"1,939","263,942",8.1%,10.5%
2023-01-25,7,영웅,2022-12-21,"16,872","2,976,638","139,603,884","29,391,952,534",589,"1,144","143,018",11.8%,5.7%
2023-01-25,8,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"7,052","975,781","66,312,754","10,063,473,267",235,354,,,
2023-01-25,9,장화신은 고양이: 끝내주는 모험,2023-01-04,"5,452","705,421","49,098,184","6,689,408,515",329,414,"49,051",11.1%,2.0%
2023-01-25,10,천룡팔부: 교봉전,2023-01-25,"2,234","3,446","19,624,657","32,640,757",289,447,"53,944",4.1%,2.2%
2023-01-26,1,교섭,2023-01-18,"36,617","1,234,419","355,871,586","12,600,037,336",945,"3,702","625,974",5.9%,25.8%
2023-01-26,2,더 퍼스트 슬램덩크,2023-01-04,"30,127","1,673,515","305,669,122","17,301,385,712",794,"2,475","388,735",7.8%,16.0%
2023-01-26,3,아바타: 물의 길,2022-12-14,"28,259","10,171,514","395,562,792","128,916,573,050",661,"1,588","252,034",11.2%,10.4%
2023-01-26,4,상견니,2023-01-25,"19,635","64,358","196,995,521","573,412,164",677,"2,090","286,866",6.8%,11.8%
2023-01-26,5,메간,2023-01-25,"16,955","42,857","170,784,579","390,601,582",548,"1,673","202,122",8.4%,8.3%
2023-01-26,6,유령,2023-01-18,"13,777","449,524","135,395,499","4,601,435,264",725,"1,815","243,375",5.7%,10.0%
2023-01-26,7,영웅,2022-12-21,"11,213","2,987,851","107,470,059","29,499,422,593",601,"1,119","140,374",8.0%,5.8%
2023-01-26,8,장화신은 고양이: 끝내주는 모험,2023-01-04,"6,082","711,503","49,019,382","6,738,427,897",333,410,"49,175",12.4%,2.0%
2023-01-26,9,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"4,868","980,649","49,429,844","10,112,903,111",241,355,,,
2023-01-26,10,천룡팔부: 교봉전,2023-01-25,"1,754","5,200","15,848,197","48,488,954",259,393,"47,692",3.7%,2.0%
2023-01-27,1,더 퍼스트 슬램덩크,2023-01-04,"41,794","1,715,309","440,411,836","17,741,797,548",836,"2,594","402,496",10.4%,16.1%
2023-01-27,2,교섭,2023-01-18,"40,310","1,274,729","409,897,994","13,009,935,330",937,"3,743","632,412",6.4%,25.2%
2023-01-27,3,아바타: 물의 길,2022-12-14,"34,142","10,205,656","514,764,073","129,431,337,123",716,"1,753","275,048",12.4%,11.0%
2023-01-27,4,상견니,2023-01-25,"22,096","86,454","234,311,274","807,723,438",699,"2,154","300,145",7.4%,12.0%
2023-01-27,5,메간,2023-01-25,"17,978","60,835","189,630,852","580,232,434",636,"1,762","217,124",8.3%,8.7%
2023-01-27,6,유령,2023-01-18,"15,594","465,118","158,999,858","4,760,435,122",717,"1,769","235,268",6.6%,9.4%
2023-01-27,7,영웅,2022-12-21,"13,182","3,001,033","131,516,186","29,630,938,779",628,"1,171","147,576",8.9%,5.9%
2023-01-27,8,장화신은 고양이: 끝내주는 모험,2023-01-04,"6,372","717,875","56,049,055","6,794,476,952",339,423,"49,808",12.8%,2.0%
2023-01-27,9,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"5,565","986,214","59,794,031","10,172,697,142",241,370,,,
2023-01-27,10,천룡팔부: 교봉전,2023-01-25,"1,870","7,070","17,258,497","65,747,451",263,398,"48,610",3.9%,1.9%
2023-01-28,1,더 퍼스트 슬램덩크,2023-01-04,"109,145","1,824,454","1,144,281,430","18,886,078,978",899,"2,829","429,627",25.4%,16.2%
2023-01-28,2,교섭,2023-01-18,"89,329","1,364,058","921,868,437","13,931,803,767",955,"3,890","655,287",13.6%,24.6%
2023-01-28,3,아바타: 물의 길,2022-12-14,"81,248","10,286,904","1,172,650,186","130,603,987,309",797,"2,016","317,209",25.6%,11.9%
2023-01-28,4,유령,2023-01-18,"33,847","498,965","356,717,608","5,117,152,730",741,"1,729","218,410",15.5%,8.2%
2023-01-28,5,메간,2023-01-25,"33,058","93,893","354,262,698","934,495,132",704,"1,780","216,920",15.2%,8.2%
2023-01-28,6,상견니,2023-01-25,"32,920","119,374","348,352,117","1,156,075,555",664,"2,207","311,387",10.6%,11.7%
2023-01-28,7,영웅,2022-12-21,"28,417","3,029,450","290,100,144","29,921,038,923",691,"1,332","170,796",16.6%,6.4%
2023-01-28,8,장화신은 고양이: 끝내주는 모험,2023-01-04,"17,608","735,483","171,821,383","6,966,298,335",433,598,"69,242",25.4%,2.6%
2023-01-28,9,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"9,617","995,831","102,973,458","10,275,670,600",250,373,,,
2023-01-28,10,캐리와 슈퍼콜라,2023-01-18,"7,997","78,784","76,694,514","743,212,150",306,352,"41,247",19.4%,1.6%
2023-01-29,1,더 퍼스트 슬램덩크,2023-01-04,"98,263","1,922,717","1,020,442,187","19,906,521,165",904,"2,814","427,380",23.0%,16.5%
2023-01-29,2,교섭,2023-01-18,"75,886","1,439,944","784,531,484","14,716,335,251",948,"3,745","633,419",12.0%,24.4%
2023-01-29,3,아바타: 물의 길,2022-12-14,"72,041","10,358,945","1,023,743,897","131,627,731,206",802,"1,970","309,637",23.3%,11.9%
2023-01-29,4,유령,2023-01-18,"32,694","531,659","345,825,751","5,462,978,481",733,"1,663","209,364",15.6%,8.1%
2023-01-29,5,메간,2023-01-25,"28,621","122,514","306,590,171","1,241,085,303",691,"1,703","207,271",13.8%,8.0%
2023-01-29,6,영웅,2022-12-21,"28,083","3,057,533","286,597,820","30,207,636,743",673,"1,326","170,447",16.5%,6.6%
2023-01-29,7,상견니,2023-01-25,"25,831","145,205","267,963,397","1,424,038,952",655,"2,105","297,143",8.7%,11.4%
2023-01-29,8,장화신은 고양이: 끝내주는 모험,2023-01-04,"17,657","753,140","172,900,765","7,139,199,100",437,601,"70,246",25.1%,2.7%
2023-01-29,9,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"9,710","1,005,541","103,456,997","10,379,127,597",256,372,,,
2023-01-29,10,캐리와 슈퍼콜라,2023-01-18,"8,427","87,211","80,935,680","824,147,830",307,357,"41,861",20.1%,1.6%
2023-01-30,1,더 퍼스트 슬램덩크,2023-01-04,"36,042","1,958,759","362,220,546","20,268,741,711",820,"2,663","416,008",8.7%,18.0%
2023-01-30,2,교섭,2023-01-18,"25,065","1,465,009","240,075,650","14,956,410,901",857,"3,249","557,336",4.5%,24.1%
2023-01-30,3,아바타: 물의 길,2022-12-14,"23,417","10,382,362","323,876,273","131,951,607,479",737,"1,756","280,102",8.4%,12.1%
2023-01-30,4,상견니,2023-01-25,"12,695","157,900","124,595,452","1,548,634,404",598,"1,888","264,366",4.8%,11.4%
2023-01-30,5,유령,2023-01-18,"10,345","542,004","101,018,546","5,563,997,027",646,"1,465","192,331",5.4%,8.3%
2023-01-30,6,메간,2023-01-25,"10,242","132,756","105,000,052","1,346,085,355",615,"1,499","185,768",5.5%,8.0%
2023-01-30,7,영웅,2022-12-21,"9,766","3,067,299","92,278,488","30,299,915,231",616,"1,216","158,398",6.2%,6.9%
2023-01-30,8,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"4,464","1,010,005","46,091,645","10,425,219,242",243,397,,,
2023-01-30,9,장화신은 고양이: 끝내주는 모험,2023-01-04,"3,382","756,522","30,989,963","7,170,189,063",332,417,"48,797",6.9%,2.1%
2023-01-30,10,천룡팔부: 교봉전,2023-01-25,"1,356","13,636","11,778,957","130,117,575",238,317,"38,301",3.5%,1.7%
2023-01-31,1,더 퍼스트 슬램덩크,2023-01-04,"36,048","1,994,807","355,860,954","20,624,602,665",852,"2,689","419,421",8.6%,17.9%
2023-01-31,2,교섭,2023-01-18,"24,049","1,489,058","226,419,788","15,182,830,689",871,"3,268","559,609",4.3%,23.9%
2023-01-31,3,아바타: 물의 길,2022-12-14,"22,893","10,405,255","312,032,631","132,263,640,110",751,"1,756","280,210",8.2%,12.0%
2023-01-31,4,상견니,2023-01-25,"12,812","170,712","124,334,464","1,672,968,868",615,"1,888","265,620",4.8%,11.3%
2023-01-31,5,유령,2023-01-18,"10,950","552,954","104,336,061","5,668,333,088",663,"1,489","193,596",5.7%,8.3%
2023-01-31,6,영웅,2022-12-21,"10,264","3,077,563","95,871,223","30,395,786,454",620,"1,225","158,865",6.5%,6.8%
2023-01-31,7,메간,2023-01-25,"9,814","142,570","99,280,590","1,445,365,945",606,"1,476","183,193",5.4%,7.8%
2023-01-31,8,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"4,915","1,014,920","49,438,922","10,474,658,164",249,398,,,
2023-01-31,9,장화신은 고양이: 끝내주는 모험,2023-01-04,"4,436","760,958","38,983,024","7,209,172,087",332,425,"48,403",9.2%,2.1%
2023-01-31,10,천룡팔부: 교봉전,2023-01-25,"2,776","16,412","22,895,092","153,012,667",275,383,"45,971",6.0%,2.0%
2023-02-01,1,더 퍼스트 슬램덩크,2023-01-04,"41,669","2,036,476","412,571,526","21,037,174,191",864,"2,718","428,147",9.7%,19.8%
2023-02-01,2,방탄소년단: 옛 투 컴 인 시네마,2023-02-01,"20,574","20,744","452,623,000","456,363,000",120,588,"92,119",22.3%,4.2%
2023-02-01,3,교섭,2023-01-18,"20,015","1,509,073","187,989,130","15,370,819,819",799,"2,516","381,306",5.3%,17.6%
2023-02-01,4,바빌론,2023-02-01,"18,056","19,553","169,383,102","189,432,102",852,"1,966","294,025",6.1%,13.6%
2023-02-01,5,아바타: 물의 길,2022-12-14,"17,507","10,422,762","242,579,712","132,506,219,822",641,"1,441","243,983",7.2%,11.3%
2023-02-01,6,상견니,2023-01-25,"14,413","185,125","135,818,464","1,808,787,332",547,"1,228","157,488",9.2%,7.3%
2023-02-01,7,메간,2023-01-25,"8,505","151,075","84,313,313","1,529,679,258",541,"1,050","126,981",6.7%,5.9%
2023-02-01,8,영웅,2022-12-21,"8,310","3,085,873","78,067,820","30,473,854,274",583,"1,022","122,454",6.8%,5.6%
2023-02-01,9,유령,2023-01-18,"8,036","560,990","77,377,579","5,745,710,667",609,"1,082","129,313",6.2%,6.0%
2023-02-01,10,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"3,956","1,018,876","40,159,731","10,514,817,895",231,379,,,
2023-02-02,1,더 퍼스트 슬램덩크,2023-01-04,"35,395","2,071,871","351,929,379","21,389,103,570",866,"2,656","420,052",8.4%,19.7%
2023-02-02,2,교섭,2023-01-18,"18,604","1,527,677","174,865,393","15,545,685,212",781,"2,376","360,035",5.2%,16.9%
2023-02-02,3,아바타: 물의 길,2022-12-14,"16,353","10,439,115","227,838,328","132,734,058,150",657,"1,428","238,940",6.8%,11.2%
2023-02-02,4,바빌론,2023-02-01,"11,767","31,320","112,610,694","302,042,796",830,"1,814","273,032",4.3%,12.8%
2023-02-02,5,상견니,2023-01-25,"9,416","194,541","92,634,410","1,901,421,742",540,"1,138","148,037",6.4%,7.0%
2023-02-02,6,영웅,2022-12-21,"8,397","3,094,270","78,803,222","30,552,657,496",582,"1,001","120,926",6.9%,5.7%
2023-02-02,7,유령,2023-01-18,"7,844","568,834","72,963,076","5,818,673,743",594,"1,026","121,755",6.4%,5.7%
2023-02-02,8,메간,2023-01-25,"7,493","158,568","73,664,053","1,603,343,311",532,987,"122,077",6.1%,5.7%
2023-02-02,9,방탄소년단: 옛 투 컴 인 시네마,2023-02-01,"6,949","27,693","152,874,000","609,237,000",117,539,"84,741",8.2%,4.0%
2023-02-02,10,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"4,854","1,023,730","48,607,647","10,563,425,542",232,356,,,
2023-02-03,1,더 퍼스트 슬램덩크,2023-01-04,"49,254","2,121,125","512,979,965","21,902,083,535",922,"2,919","461,296",10.7%,20.8%
2023-02-03,2,교섭,2023-01-18,"21,062","1,548,739","202,609,612","15,748,294,824",783,"2,433","364,454",5.8%,16.4%
2023-02-03,3,아바타: 물의 길,2022-12-14,"20,233","10,459,348","305,869,312","133,039,927,462",666,"1,526","255,915",7.9%,11.5%
2023-02-03,4,바빌론,2023-02-01,"13,206","44,526","132,629,007","434,671,803",842,"1,832","277,069",4.8%,12.5%
2023-02-03,5,상견니,2023-01-25,"11,124","205,665","111,119,522","2,012,541,264",551,"1,164","149,946",7.4%,6.8%
2023-02-03,6,유령,2023-01-18,"9,712","578,546","91,314,358","5,909,988,101",604,"1,083","128,821",7.5%,5.8%
2023-02-03,7,영웅,2022-12-21,"9,634","3,103,904","95,654,134","30,648,311,630",607,"1,087","131,372",7.3%,5.9%
2023-02-03,8,메간,2023-01-25,"8,929","167,497","88,426,835","1,691,770,146",547,"1,006","123,627",7.2%,5.6%
2023-02-03,9,방탄소년단: 옛 투 컴 인 시네마,2023-02-01,"7,332","35,025","161,302,000","770,539,000",118,557,"88,769",8.3%,4.0%
2023-02-03,10,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"4,216","1,027,946","45,051,348","10,608,476,890",243,386,,,
2023-02-04,1,더 퍼스트 슬램덩크,2023-01-04,"116,618","2,237,743","1,210,238,885","23,112,322,420","1,013","3,358","531,859",21.9%,21.7%
2023-02-04,2,아바타: 물의 길,2022-12-14,"49,340","10,508,688","728,604,663","133,768,532,125",707,"1,736","289,336",17.1%,11.8%
2023-02-04,3,교섭,2023-01-18,"38,340","1,587,079","392,565,023","16,140,859,847",782,"2,553","381,806",10.0%,15.6%
2023-02-04,4,바빌론,2023-02-01,"29,215","73,741","301,905,023","736,576,826",806,"1,901","278,382",10.5%,11.4%
2023-02-04,5,영웅,2022-12-21,"19,025","3,122,929","195,430,181","30,843,741,811",656,"1,213","146,331",13.0%,6.0%
2023-02-04,6,상견니,2023-01-25,"18,961","224,626","196,874,863","2,209,416,127",570,"1,181","149,502",12.7%,6.1%
2023-02-04,7,방탄소년단: 옛 투 컴 인 시네마,2023-02-01,"17,457","52,482","384,050,000","1,154,589,000",120,581,"94,319",18.5%,3.8%
2023-02-04,8,유령,2023-01-18,"16,611","595,157","171,724,304","6,081,712,405",625,"1,121","133,570",12.4%,5.4%
2023-02-04,9,메간,2023-01-25,"14,957","182,454","161,072,508","1,852,842,654",568,"1,054","127,292",11.8%,5.2%
2023-02-04,10,장화신은 고양이: 끝내주는 모험,2023-01-04,"11,885","782,748","116,841,391","7,415,569,428",416,541,"61,308",19.4%,2.5%
2023-02-05,1,더 퍼스트 슬램덩크,2023-01-04,"110,579","2,348,322","1,140,739,496","24,253,061,916",998,"3,279","520,100",21.3%,22.1%
2023-02-05,2,아바타: 물의 길,2022-12-14,"44,088","10,552,776","636,624,518","134,405,156,643",712,"1,680","279,435",15.8%,11.9%
2023-02-05,3,교섭,2023-01-18,"32,959","1,620,038","337,518,081","16,478,377,928",761,"2,400","359,159",9.2%,15.2%
2023-02-05,4,바빌론,2023-02-01,"23,463","97,204","241,500,274","978,077,100",778,"1,820","266,166",8.8%,11.3%
